conflict_id,constraint_id,constraint_key,constraint_name,subject_org_id,object_org_id,month,relation_a,relation_b,edge_ids_a,edge_ids_b,final_status,conflict_action,expected_action,patecon_confidence,source_weighted_confidence,violation_rate,auto_filter_status,candidate_level,reason
C_000000588,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000031,ORG_000040,2023-01,05,19,E_000006876,E_000006879,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000608,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000092,ORG_000015,2023-02,05,19,E_000049186,E_000049189,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000618,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000016,ORG_000013,2023-03,05,19,E_000079377,E_000079379,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000627,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000137,ORG_000013,2023-03,05,19,E_000091014,E_000091016,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000633,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000137,ORG_000161,2023-03,05,19,E_000091055,E_000091061,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000643,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000069,ORG_000001,2023-01,05,19,E_000010598,E_000010603,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000649,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000001,ORG_000072,2023-02,06,19,E_000037303,E_000037306,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000651,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000001,ORG_000072,2023-02,05,19,E_000037302,E_000037306,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000655,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000072,ORG_000014,2023-02,05,19,E_000047786,E_000047788,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000657,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000001,ORG_000517,2023-03,06,19,E_000074719,E_000074722,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000664,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000161,ORG_000137,2023-03,05,19,E_000092117,E_000092122,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000671,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000001,ORG_000054,2023-01,05,19,E_000000267,E_000000268,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000672,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000001,ORG_000069,2023-01,06,19,E_000000316,E_000000321,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000676,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000001,ORG_000069,2023-01,05,19,E_000000315,E_000000321,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000694,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000015,ORG_000030,2023-03,06,19,E_000079112,E_000079113,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000710,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000030,ORG_000052,2023-04,05,19,E_000125638,E_000125641,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000719,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000001,ORG_000098,2023-01,05,19,E_000000398,E_000000401,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000741,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000001,ORG_000014,2023-01,06,19,E_000000118,E_000000123,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
